congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.719,-0.475,-169.55332,0.7998,759,94,,0.646,-0.377
116,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.487,-0.378,-14.14074,0.98197,777,5,,-0.424,-0.442
116,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.093,-31.12964,0.96012,765,8,,-0.299,-0.043
116,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-124.54558,0.79736,550,57,,0.637,-0.1
116,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.585,-0.106,-16.04308,0.97844,736,8,,-0.573,-0.41
116,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.53,0.088,-117.44806,0.85594,755,49,,0.505,0.105
116,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.427,-0.543,-23.91773,0.96874,753,7,,-0.416,-0.633
116,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.232,0.014,-29.21683,0.96314,778,11,,-0.361,0.3
116,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.207,-105.42351,0.86903,751,43,,0.321,0.376
116,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.368,-0.105,-21.27767,0.96481,594,7,,-0.523,0.265
116,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.286,0.052,-30.05863,0.96152,766,12,,-0.366,0.21
116,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.382,0.02,-29.69432,0.96082,743,15,,-0.449,0.034
116,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.243,0.06,-42.50656,0.9469,779,18,,-0.391,0.215
116,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.463,-0.262,-16.81696,0.97823,764,6,,-0.396,-0.372
116,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.45,-0.374,-15.67466,0.98003,777,5,,-0.47,-0.576
116,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.4,0.099,-31.60653,0.95932,761,11,,-0.544,-0.199
116,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.179,-0.046,-60.38726,0.92352,759,24,,-0.222,0.17
116,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.529,-0.361,-11.59434,0.98506,770,4,,-0.458,-0.54
116,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.291,0.136,-48.89535,0.9387,773,19,,-0.445,0.399
116,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.371,-0.263,-24.84463,0.96707,742,8,,-0.596,-0.188
116,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.361,0.032,-32.60617,0.95843,768,12,,-0.393,0.067
116,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.513,0.046,-21.66925,0.97214,767,11,,-0.477,-0.524
116,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.301,0.143,-18.26378,0.97683,779,4,,-0.355,0.07
116,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.281,0.305,-59.07239,0.92578,766,27,,-0.336,0.166
116,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.577,-0.257,-39.46225,0.95048,777,11,,-0.319,-0.624
116,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.305,0.048,-37.44889,0.95306,779,15,,-0.303,0.231
116,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.595,-0.087,-25.38508,0.96765,772,12,,-0.45,-0.442
116,House,21907,71,39,CA,100,,,"CISNEROS, Gil",C001123,1972,,-0.375,0.573,-48.11682,0.93995,777,16,,-0.375,0.576
116,House,21909,71,21,CA,100,,,"COX, TJ",C001124,1963,,-0.341,0.473,-48.3149,0.9391,769,14,,-0.34,0.475
116,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.385,0.761,-62.10421,0.9227,772,16,,-0.385,0.765
116,House,21932,71,25,CA,100,,,"HILL, Katie",H001087,1987,,-0.306,0.114,-20.26703,0.96104,510,8,,-0.305,0.113
116,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.352,0.119,-20.48784,0.97404,779,7,,-0.351,0.117
116,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.175,0.006,-97.88497,0.88004,766,41,,-0.174,0.006
116,House,21960,71,48,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.333,0.554,-42.16094,0.94617,762,11,,-0.332,0.558
116,House,21988,71,25,CA,200,,,"GARCIA, Mike",G000061,1976,,0.432,0.434,-7.21594,0.92212,89,3,,0.456,0.662
116,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.653,-0.073,-54.21737,0.93209,771,18,,-0.594,0.371
116,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.427,-13.00803,0.98296,757,6,,-0.391,-0.233
116,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.47,-0.186,-15.19918,0.98028,763,6,,-0.396,-0.122
116,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.349,0.22,-80.46733,0.90089,771,25,,0.32,0.532
116,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.446,-30.54126,0.96046,757,10,,-0.438,-0.503
116,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.342,-0.148,-20.64276,0.97334,764,11,,-0.454,0.063
116,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.683,-0.588,-22.29255,0.97157,773,8,,-0.546,-0.793
116,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.395,0.065,-37.07247,0.95251,762,18,,-0.442,0.417
116,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.249,-17.77851,0.9772,771,9,,-0.476,-0.275
116,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.679,0.197,-71.53967,0.91039,762,32,,0.631,0.248
116,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.076,-28.87857,0.96168,739,10,,-0.297,-0.046
116,House,21111,62,3,CO,200,,,"TIPTON, Scott",T000470,1956,,0.449,-0.021,-119.47787,0.8573,776,47,,0.436,0.024
116,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.756,-0.46,-104.84623,0.85711,680,44,,0.74,-0.407
116,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979,,-0.269,0.4,-45.78133,0.94285,778,15,,-0.269,0.404
116,House,21948,62,2,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.456,-0.482,-13.96996,0.98218,777,4,,-0.453,-0.489
116,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.432,-0.313,-16.12602,0.97938,774,7,,-0.39,-0.371
116,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.344,0.017,-21.42195,0.97284,778,6,,-0.357,0.003
116,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.242,-0.238,-41.56435,0.94732,768,16,,-0.316,0.121
116,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.37,-0.04,-20.53874,0.97288,747,7,,-0.368,-0.044
116,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.416,-0.118,-19.20561,0.97485,754,7,,-0.375,-0.055
116,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.397,-0.051,-17.288,0.97774,768,6,,-0.344,-0.001
116,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.332,-0.116,-15.43673,0.98033,777,3,,-0.396,-0.117
116,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.279,0.121,-129.62052,0.8447,768,50,,0.283,0.226
116,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.421,0.069,-26.65574,0.96545,758,7,,-0.354,0.101
116,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.438,0.045,-16.3546,0.97915,776,5,,-0.415,-0.077
116,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.358,-0.134,-139.28069,0.8301,748,60,,0.345,-0.013
116,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.405,0.019,-121.9967,0.85061,754,55,,0.411,-0.014
116,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.518,-0.32,-177.77131,0.79216,763,85,,0.531,-0.33
116,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.4,-0.094,-19.66875,0.97439,758,7,,-0.392,0.055
116,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.506,-0.046,-157.80028,0.80632,733,82,,0.558,-0.168
116,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.476,-0.015,-12.11951,0.98288,702,4,,-0.541,0.021
116,House,21317,43,3,FL,200,,,"YOHO, Ted",Y000065,1955,,0.705,-0.365,-126.88962,0.83443,701,55,,0.718,-0.335
116,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.399,-0.083,-22.51798,0.97003,740,10,,-0.341,-0.035
116,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.222,0.043,-33.76913,0.95747,777,15,,-0.286,0.276
116,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.338,-0.113,-23.9362,0.96963,776,11,,-0.31,0.081
116,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.534,0.219,-120.20318,0.85081,744,56,,0.547,0.171
116,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.623,-0.577,-194.66971,0.75325,687,88,,0.595,-0.633
116,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.255,0.076,-34.69833,0.95508,755,15,,-0.257,0.065
116,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.415,-0.294,-201.97176,0.76226,744,88,,0.446,-0.349
116,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.156,0.08,-85.61295,0.89554,776,33,,-0.171,0.225
116,House,21742,43,19,FL,200,,,"ROONEY, Francis",R000607,1953,,0.507,-0.513,-258.37473,0.60959,522,130,,0.491,-0.657
116,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.395,0.164,-162.28476,0.8052,749,64,,0.425,0.005
116,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.38,0.124,-18.58081,0.9761,768,7,,-0.36,-0.002
116,House,21947,43,26,FL,100,,,"MUCARSEL-POWELL, Debbie",M001207,1971,,-0.342,0.327,-34.05834,0.95695,774,20,,-0.342,0.328
116,House,21963,43,27,FL,100,,,"SHALALA, Donna",S001206,1941,,-0.35,0.014,-16.86872,0.9785,776,6,,-0.349,0.011
116,House,21967,43,15,FL,200,,,"SPANO, Ross",S001210,1966,,0.461,0.0,-108.62011,0.86763,765,37,,0.46,0.002
116,House,21971,43,17,FL,200,,,"STEUBE, William",S001214,1978,,0.659,-0.336,-126.37058,0.84607,756,56,,0.658,-0.337
116,House,21981,43,6,FL,200,,,"WALTZ, Michael",W000823,1974,,0.41,-0.141,-137.04634,0.83031,737,64,,0.41,-0.141
116,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,,-0.564,0.157,-14.36627,0.97594,590,4,,-0.547,0.215
116,House,15431,44,5,GA,100,,,"LEWIS, John R.",L000287,1940,,-0.589,-0.221,-11.00536,0.98252,624,5,,-0.449,-0.132
116,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.301,0.164,-23.33507,0.97019,771,5,,-0.359,0.117
116,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.469,0.012,-36.01327,0.95436,771,10,,-0.46,-0.085
116,House,20962,44,14,GA,200,,,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-113.96483,0.85361,720,41,,0.664,0.143
116,House,21122,44,7,GA,200,,,"WOODALL, Rob",W000810,1970,,0.596,-0.186,-135.98455,0.83792,769,58,,0.504,0.082
116,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.569,0.192,-93.61764,0.88496,766,33,,0.563,0.325
116,House,21323,44,9,GA,200,,,"COLLINS, Doug",C001093,1966,,0.611,0.129,-81.01993,0.89509,731,31,,0.595,0.291
116,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.584,0.254,-90.67511,0.88959,775,34,,0.6,0.163
116,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.791,-0.123,-80.53934,0.89661,738,37,,0.854,-0.081
116,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.69,-0.008,-78.59344,0.891,681,29,,0.714,0.142
116,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.678,0.292,-90.64812,0.89002,778,38,,0.756,0.354
116,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1967,,0.623,0.131,-106.80171,0.87033,769,46,,0.661,0.145
116,House,21944,44,6,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.255,0.368,-52.13073,0.93511,777,19,,-0.254,0.353
116,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.282,0.463,-58.07756,0.92661,762,30,,-0.335,0.277
116,House,20322,82,1,HI,100,,,"CASE, Ed",C001055,1952,,-0.201,-0.124,-46.96946,0.94134,777,15,,-0.209,0.041
116,House,21324,82,2,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.278,-0.262,-22.60468,0.95536,495,8,,-0.288,-0.532
116,House,21920,63,1,ID,200,,,"FULCHER, Russell",F000469,1973,,0.624,0.061,-91.5694,0.88801,771,40,,0.624,0.061
116,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.297,0.285,-176.03871,0.7898,746,68,,0.33,0.281
116,House,20508,21,3,IL,100,,,"LIPINSKI, Daniel",L000563,1966,,-0.228,0.176,-98.20296,0.87818,756,29,,-0.148,0.041
116,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.228,-0.225,-25.89254,0.96676,766,5,,-0.413,0.102
116,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.321,-0.281,-19.08895,0.97529,763,6,,-0.384,-0.1
116,House,21128,21,16,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.276,0.306,-129.54419,0.83658,726,57,,0.299,0.213
116,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.173,-0.199,-35.54194,0.95512,774,9,,-0.29,0.012
116,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.276,0.173,-121.65196,0.85155,757,43,,0.236,0.341
116,House,21329,21,17,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.238,0.036,-23.94136,0.96973,779,7,,-0.316,0.212
116,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.46,-0.004,-22.82353,0.97102,776,10,,-0.444,0.022
116,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.274,0.5,-81.28905,0.88977,696,35,,0.297,0.459
116,House,21562,21,18,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.466,0.155,-87.55349,0.88898,744,31,,0.478,0.287
116,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.316,-0.106,-32.85354,0.95855,776,13,,-0.356,0.145
116,House,21906,21,6,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.402,0.252,-29.32422,0.96301,778,9,,-0.402,0.251
116,House,21921,21,4,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.449,-0.747,-24.28756,0.96911,774,9,,-0.459,-0.724
116,House,21979,21,14,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.556,0.647,-45.24327,0.94315,773,15,,-0.556,0.649
116,House,29346,21,1,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.478,-0.203,-23.10384,0.96946,745,6,,-0.479,-0.174
116,House,29717,21,7,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.263,-15.16784,0.98024,760,3,,-0.478,-0.345
116,House,29718,21,15,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.375,0.153,-92.60015,0.88163,735,43,,0.4,0.308
116,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.606,-0.269,-13.80094,0.98221,769,4,,-0.496,-0.495
116,House,15124,22,1,IN,100,,,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-25.1505,0.96799,773,5,,-0.454,0.211
116,House,20757,22,7,IN,100,,,"CARSON, André",C001072,1974,,-0.431,0.06,-39.91171,0.94974,774,12,,-0.553,0.292
116,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.405,0.256,-90.14701,0.88759,756,38,,0.443,0.319
116,House,21330,22,2,IN,200,,,"WALORSKI, Jackie",W000813,1963,,0.427,0.32,-79.01461,0.90026,752,35,,0.389,0.374
116,House,21331,22,5,IN,200,,,"BROOKS, Susan",B001284,1960,,0.353,0.217,-130.5605,0.84101,754,62,,0.325,0.181
116,House,21702,22,3,IN,200,,,"BANKS, James E.",B001299,1979,,0.637,0.012,-103.78565,0.87451,774,50,,0.634,0.052
116,House,21725,22,9,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.411,-0.237,-189.47933,0.77959,761,89,,0.392,-0.28
116,House,21903,22,4,IN,200,,,"BAIRD, James",B001307,1945,,0.428,0.647,-77.95789,0.90442,776,37,,0.427,0.652
116,House,21952,22,6,IN,200,,,"PENCE, Gregory",P000615,1956,,0.447,0.491,-85.37972,0.89479,768,38,,0.447,0.492
116,House,20325,31,4,IA,200,,,"KING, Steve",K000362,1949,,0.613,0.176,-184.47082,0.77643,729,85,,0.582,-0.174
116,House,20720,31,2,IA,100,,,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-28.64492,0.96325,765,8,,-0.297,0.208
116,House,21902,31,3,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.242,0.576,-77.15596,0.90418,766,32,,-0.242,0.57
116,House,21918,31,1,IA,100,,,"FINKENAUER, Abby",F000467,1988,,-0.219,0.492,-78.67999,0.90381,778,41,,-0.219,0.486
116,House,21734,32,1,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.529,0.143,-114.30071,0.85706,741,56,,0.541,0.102
116,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956,,0.605,0.087,-93.94983,0.88486,768,43,,0.621,0.081
116,House,21914,32,3,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.261,0.226,-55.55004,0.93083,775,23,,-0.26,0.227
116,House,21982,32,2,KS,200,,,"WATKINS, Steve",W000824,1976,,0.551,0.071,-108.6418,0.86873,772,49,,0.551,0.07
116,House,14854,51,5,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.337,0.11,-87.68165,0.89277,773,28,,0.337,0.599
116,House,20723,51,3,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.379,-0.272,-19.82233,0.97462,771,6,,-0.441,-0.179
116,House,20916,51,2,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.419,0.274,-66.8965,0.91689,771,26,,0.43,0.49
116,House,21333,51,6,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.492,0.296,-100.89723,0.87613,763,44,,0.499,0.263
116,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972,,0.635,-0.007,-116.27842,0.86017,772,55,,0.646,0.015
116,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.681,-0.732,-229.86565,0.73812,757,99,,0.919,-0.395
116,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965,,0.563,0.154,-75.75612,0.90618,769,34,,0.58,0.384
116,House,21137,45,2,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-40.41512,0.94628,732,15,,-0.663,0.466
116,House,21522,45,5,LA,200,,,"ABRAHAM, Ralph",A000374,1954,,0.541,0.257,-62.96669,0.87941,490,29,,0.607,0.154
116,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972,,0.463,-0.073,-127.82756,0.84649,767,55,,0.424,-0.034
116,House,21724,45,3,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.574,-0.118,-129.74635,0.83169,704,57,,0.586,-0.195
116,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.559,-0.072,-109.46928,0.85895,720,43,,0.555,0.002
116,House,20920,2,1,ME,100,,,"PINGREE, Chellie",P000597,1955,,-0.421,-0.401,-17.11519,0.97796,768,8,,-0.42,-0.36
116,House,21923,2,2,ME,100,,,"GOLDEN, Jared",G000592,1982,,-0.128,0.382,-169.57472,0.80438,779,63,,-0.128,0.378
116,House,14873,52,5,MD,100,,,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.117,-16.24882,0.97898,765,3,,-0.382,0.151
116,House,15433,52,7,MD,100,,,"MFUME, Kweisi",M000687,1948,,-0.447,-0.438,-0.88798,0.99039,92,0,,-0.623,-0.125
116,House,20329,52,2,MD,100,,,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.295,0.133,-23.98654,0.96921,767,6,,-0.289,0.006
116,House,20724,52,3,MD,100,,,"SARBANES, John",S001168,1962,,-0.468,-0.074,-15.97428,0.97963,776,6,,-0.414,-0.096
116,House,21139,52,1,MD,200,,,"HARRIS, Andy",H001052,1957,,0.655,-0.378,-141.61463,0.8306,763,56,,0.76,-0.438
