congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,House,20754,3,3,MA,100,,,"TSONGAS, Nicola S. (Niki)",T000465,1946,,-0.396,-0.199,-64.09341,0.92818,860,23,,-0.349,-0.39
115,House,21140,3,9,MA,100,,,"KEATING, William R.",K000375,1952,,-0.329,-0.132,-100.66074,0.89517,909,56,,-0.328,0.043
115,House,21335,3,4,MA,100,,,"KENNEDY, Joseph P. III",K000379,1980,,-0.422,-0.198,-68.719,0.92472,878,26,,-0.387,-0.356
115,House,21375,3,5,MA,100,,,"CLARK, Katherine M.",C001101,1963,,-0.484,-0.375,-64.85485,0.93306,936,35,,-0.495,-0.282
115,House,21525,3,6,MA,100,,,"MOULTON, Seth",M001196,1978,,-0.286,-0.062,-103.61098,0.89521,936,41,,-0.273,-0.301
115,House,29729,3,2,MA,100,,,"McGOVERN, James P.",M000312,1959,,-0.539,-0.301,-62.76335,0.93561,943,34,,-0.652,-0.125
115,House,29919,3,7,MA,100,,,"CAPUANO, Michael Everett",C001037,1952,,-0.58,-0.082,-69.97069,0.92615,912,23,,-0.576,-0.034
115,House,10713,23,13,MI,100,,,"CONYERS, John, Jr.",C000714,1929,,-0.658,-0.512,-33.52608,0.93881,531,15,,-0.601,-0.337
115,House,15033,23,9,MI,100,,,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-70.93397,0.92842,955,31,,-0.435,-0.012
115,House,15446,23,6,MI,200,,,"UPTON, Frederick Stephen",U000031,1953,,0.334,-0.382,-183.35975,0.82261,939,85,,0.291,-0.023
115,House,20725,23,7,MI,200,,,"WALBERG, Tim",W000798,1951,,0.517,0.071,-82.47229,0.91743,957,52,,0.535,0.446
115,House,21142,23,2,MI,200,,,"HUIZENGA, Bill",H001058,1969,,0.581,-0.082,-77.19214,0.91985,924,38,,0.606,0.307
115,House,21143,23,3,MI,200,,,"AMASH, Justin",A000367,1980,,0.654,-0.757,-567.42775,0.55202,955,271,,0.558,-0.83
115,House,21372,23,5,MI,100,,,"KILDEE, Dan",K000380,1958,,-0.396,-0.218,-78.47537,0.92063,949,29,,-0.351,-0.418
115,House,21526,23,4,MI,200,,,"MOOLENAAR, John",M001194,1961,,0.396,0.424,-74.07167,0.92544,956,30,,0.349,0.484
115,House,21527,23,8,MI,200,,,"BISHOP, Michael Dean",B001293,1967,,0.451,0.095,-94.98035,0.9035,936,56,,0.476,0.048
115,House,21528,23,11,MI,200,,,"TROTT, David A.",T000475,1960,,0.369,0.257,-73.98194,0.92075,896,20,,0.364,0.19
115,House,21529,23,12,MI,100,,,"DINGELL, Debbie",D000624,1953,,-0.408,-0.147,-65.14367,0.93346,946,28,,-0.37,-0.266
115,House,21530,23,14,MI,100,,,"LAWRENCE, Brenda L",L000581,1954,,-0.445,-0.027,-70.01778,0.92837,942,34,,-0.436,-0.011
115,House,21704,23,1,MI,200,,,"BERGMAN, John",B001301,1947,,0.429,0.069,-117.01186,0.88377,947,73,,0.427,0.032
115,House,21737,23,10,MI,200,,,"MITCHELL, Paul",M001201,1961,,0.422,0.311,-73.19444,0.926,952,28,,0.429,0.355
115,House,21764,23,13,MI,100,,,"JONES, Brenda",J000303,1959,,-0.565,0.449,-0.38816,0.98831,33,0,,-0.569,0.455
115,House,14263,33,8,MN,100,,,"NOLAN, Richard Michael",N000127,1943,,-0.372,-0.372,-164.80005,0.82939,881,80,,-0.36,0.096
115,House,20122,33,4,MN,100,,,"McCOLLUM, Betty",M001143,1954,,-0.418,-0.189,-87.50904,0.91147,944,42,,-0.359,-0.413
115,House,20726,33,1,MN,100,,,"WALZ, Tim",W000799,1964,,-0.275,0.131,-103.42569,0.85735,672,56,,-0.291,-0.122
115,House,20727,33,5,MN,100,,,"ELLISON, Keith",E000288,1963,,-0.537,-0.58,-70.82184,0.91687,816,21,,-0.551,-0.8
115,House,20924,33,3,MN,200,,,"PAULSEN, Erik",P000594,1965,,0.402,-0.191,-166.93075,0.83901,951,92,,0.328,-0.043
115,House,21531,33,6,MN,200,,,"EMMER, Thomas Earl II",E000294,1961,,0.461,-0.062,-119.87281,0.88134,949,60,,0.456,-0.049
115,House,21733,33,2,MN,200,,,"LEWIS, Jason Mark",L000587,1955,,0.506,-0.197,-106.18645,0.89329,941,35,,0.506,-0.197
115,House,29127,33,7,MN,100,,,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-285.12105,0.73326,919,130,,-0.218,0.834
115,House,20925,46,3,MS,200,,,"HARPER, Gregg",H001045,1956,,0.384,0.48,-64.82468,0.93211,922,15,,0.402,0.417
115,House,21148,46,4,MS,200,,,"PALAZZO, Steven",P000601,1970,,0.524,0.528,-78.66022,0.9164,901,42,,0.47,0.371
115,House,21561,46,1,MS,200,,,"KELLY, Trent",K000388,1966,,0.627,0.252,-74.34634,0.92495,953,29,,0.618,0.089
115,House,29368,46,2,MS,100,,,"THOMPSON, Bennie",T000193,1948,,-0.516,0.399,-55.15215,0.9403,896,14,,-0.566,0.466
115,House,20124,34,6,MO,200,,,"GRAVES, Samuel",G000546,1963,,0.443,0.173,-87.17049,0.90549,878,64,,0.415,0.534
115,House,20147,34,1,MO,100,,,"CLAY, William Lacy, Jr.",C001049,1956,,-0.481,-0.079,-101.47547,0.89557,920,59,,-0.395,-0.273
115,House,20517,34,5,MO,100,,,"CLEAVER, Emanuel, II",C001061,1944,,-0.453,0.014,-74.39767,0.91759,865,36,,-0.466,0.053
115,House,20926,34,3,MO,200,,,"LUETKEMEYER, Blaine",L000569,1952,,0.438,0.26,-71.9577,0.92698,949,20,,0.44,0.301
115,House,21149,34,4,MO,200,,,"HARTZLER, Vicky",H001053,1960,,0.464,0.323,-77.09537,0.92102,937,36,,0.468,0.375
115,House,21150,34,7,MO,200,,,"LONG, Billy",L000576,1955,,0.547,0.24,-72.36188,0.92037,872,24,,0.472,0.15
115,House,21337,34,2,MO,200,,,"WAGNER, Ann",W000812,1962,,0.441,0.14,-68.12026,0.92863,920,23,,0.562,0.159
115,House,21373,34,8,MO,200,,,"SMITH, Jason",S001195,1980,,0.598,0.197,-76.76564,0.92158,940,43,,0.699,0.436
115,House,21532,64,1,MT,200,,,"ZINKE, Ryan",Z000018,1961,,0.412,-0.097,-0.05424,0.99699,18,0,,0.539,0.532
115,House,21751,64,1,MT,200,,,"GIANFORTE, Greg",G000584,1961,,0.434,0.073,-78.22538,0.8934,694,30,,0.423,0.06
115,House,20518,35,1,NE,200,,,"FORTENBERRY, Jeff",F000449,1960,,0.301,-0.061,-124.35191,0.87547,935,48,,0.284,0.022
115,House,20729,35,3,NE,200,,,"SMITH, Adrian",S001172,1970,,0.517,0.189,-77.50592,0.9202,932,26,,0.512,0.095
115,House,21701,35,2,NE,200,,,"BACON, Donald J.",B001298,1963,,0.401,-0.102,-105.26867,0.89584,957,34,,0.432,-0.058
115,House,20927,65,1,NV,100,,,"TITUS, Alice (Dina)",T000468,1950,,-0.302,-0.216,-99.36251,0.89436,890,32,,-0.349,-0.314
115,House,21196,65,2,NV,200,,,"AMODEI, Mark E.",A000369,1958,,0.383,0.196,-96.80066,0.90145,933,30,,0.322,0.328
115,House,21729,65,4,NV,100,,,"KIHUEN, Ruben Jesus",K000390,1980,,-0.397,0.226,-98.52466,0.90019,937,40,,-0.397,0.226
115,House,21743,65,3,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.281,0.287,-176.09615,0.82493,915,82,,-0.244,0.213
115,House,20731,4,1,NH,100,,,"SHEA-PORTER, Carol",S001170,1952,,-0.315,-0.131,-99.52711,0.89476,895,38,,-0.302,-0.213
115,House,21340,4,2,NH,100,,,"KUSTER, Ann McLane",K000382,1956,,-0.255,-0.125,-112.37275,0.88514,921,52,,-0.236,-0.153
115,House,14863,12,4,NJ,200,,,"SMITH, Christopher Henry",S000522,1953,,0.164,-0.168,-217.82396,0.79548,952,68,,0.231,-0.202
115,House,15454,12,6,NJ,100,,,"PALLONE, Frank, Jr.",P000034,1951,,-0.404,-0.164,-94.34038,0.90612,957,55,,-0.633,0.09
115,House,20542,12,8,NJ,100,,,"SIRES, Albio",S001165,1951,,-0.405,0.094,-87.88327,0.90946,926,27,,-0.434,0.21
115,House,20929,12,7,NJ,200,,,"LANCE, Leonard",L000567,1952,,0.329,-0.237,-223.3813,0.79163,956,125,,0.262,-0.194
115,House,21536,12,1,NJ,100,,,"NORCROSS, Donald",N000188,1958,,-0.426,0.325,-101.40006,0.89774,940,42,,-0.472,0.485
115,House,21537,12,3,NJ,200,,,"MacARTHUR, Thomas Charles",M001193,1960,,0.206,0.274,-131.27432,0.87068,948,76,,0.204,0.291
115,House,21538,12,12,NJ,100,,,"WATSON COLEMAN, Bonnie",W000822,1945,,-0.626,-0.137,-66.57352,0.93184,943,21,,-0.721,0.099
115,House,21723,12,5,NJ,100,,,"GOTTHEIMER, Josh S.",G000583,1975,,-0.141,0.212,-218.92701,0.79418,950,98,,-0.135,0.123
115,House,29539,12,2,NJ,200,,,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.224,-221.30431,0.79219,950,107,,0.2,-0.07
115,House,29541,12,11,NJ,200,,,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,-163.62492,0.84024,940,59,,0.34,0.01
115,House,29741,12,9,NJ,100,,,"PASCRELL, William J., Jr.",P000096,1937,,-0.367,-0.005,-92.66962,0.90516,930,41,,-0.374,-0.138
115,House,31103,12,10,NJ,100,,,"PAYNE, Donald, Jr.",P000604,1958,,-0.516,-0.098,-62.37498,0.93135,877,21,,-0.563,0.108
115,House,20337,66,2,NM,200,,,"PEARCE, Stevan",P000588,1947,,0.472,0.064,-131.691,0.86374,899,76,,0.475,0.077
115,House,20932,66,3,NM,100,,,"LUJÁN, Ben Ray",L000570,1972,,-0.367,0.013,-105.95191,0.89478,953,46,,-0.347,-0.15
115,House,21341,66,1,NM,100,,,"LUJAN GRISHAM, Michelle",L000580,1959,,-0.313,0.047,-125.69163,0.86952,899,67,,-0.267,-0.198
115,House,15444,13,25,NY,100,,,"SLAUGHTER, Louise McIntosh",S000480,1929,2018.0,-0.465,-0.104,-44.86097,0.92749,596,11,,-0.517,0.082
115,House,15603,13,16,NY,100,,,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.093,-98.19301,0.89845,917,50,,-0.408,-0.199
115,House,15612,13,17,NY,100,,,"LOWEY, Nita M.",L000480,1937,,-0.389,-0.152,-78.09328,0.92084,947,29,,-0.409,-0.103
115,House,20519,13,26,NY,100,,,"HIGGINS, Brian",H001038,1959,,-0.347,-0.032,-98.62957,0.89948,931,41,,-0.37,-0.028
115,House,20733,13,9,NY,100,,,"CLARKE, Yvette Diane",C001067,1964,,-0.614,-0.206,-63.78657,0.9348,946,26,,-0.66,-0.051
115,House,20934,13,20,NY,100,,,"TONKO, Paul",T000469,1949,,-0.42,-0.265,-54.42117,0.94195,910,21,,-0.436,-0.19
115,House,21101,13,23,NY,200,,,"REED, Thomas W. II",R000585,1971,,0.278,0.112,-124.61214,0.87597,941,73,,0.243,0.23
115,House,21342,13,6,NY,100,,,"MENG, Grace",M001188,1975,,-0.377,-0.17,-81.35623,0.91734,943,28,,-0.385,-0.247
115,House,21343,13,8,NY,100,,,"JEFFRIES, Hakeem",J000294,1970,,-0.488,-0.091,-78.60913,0.91785,917,43,,-0.492,-0.106
115,House,21344,13,18,NY,100,,,"MALONEY, Sean Patrick",M001185,1966,,-0.238,0.122,-129.98842,0.86929,928,58,,-0.293,0.246
115,House,21345,13,27,NY,200,,,"COLLINS, Chris",C001092,1950,,0.357,0.236,-69.77038,0.92704,921,16,,0.355,0.323
115,House,21539,13,1,NY,200,,,"ZELDIN, Lee M",Z000017,1980,,0.388,-0.132,-142.06714,0.8589,934,73,,0.415,-0.168
115,House,21540,13,4,NY,100,,,"RICE, Kathleen Maura",R000602,1965,,-0.285,0.027,-115.36149,0.88263,924,55,,-0.31,0.127
115,House,21541,13,21,NY,200,,,"STEFANIK, Elise M",S001196,1984,,0.222,0.002,-143.52455,0.86046,955,56,,0.242,-0.08
115,House,21542,13,24,NY,200,,,"KATKO, John",K000386,1962,,0.2,-0.004,-161.53507,0.84055,930,76,,0.227,-0.009
115,House,21560,13,11,NY,200,,,"DONOVAN, Daniel M., Jr.",D000625,1956,,0.227,0.095,-139.79283,0.86168,939,51,,0.24,0.04
115,House,21715,13,13,NY,100,,,"ESPAILLAT, Adriano J.",E000297,1954,,-0.615,-0.142,-65.73494,0.93328,952,23,,-0.623,-0.046
115,House,21716,13,19,NY,200,,,"FASO, John J.",F000464,1952,,0.234,-0.008,-160.99512,0.84471,954,78,,0.234,-0.008
115,House,21747,13,3,NY,100,,,"SUOZZI, Thomas",S001201,1962,,-0.212,0.084,-187.50758,0.81758,931,79,,-0.2,0.057
115,House,21749,13,22,NY,200,,,"TENNEY, Claudia",T000478,1961,,0.275,0.508,-92.59113,0.90732,952,54,,0.275,0.508
115,House,21761,13,25,NY,100,,,"MORELLE, Joseph D.",M001206,1957,,-0.334,0.107,-1.40415,0.96276,37,0,,-0.568,0.317
115,House,29134,13,15,NY,100,,,"SERRANO, José E.",S000248,1943,,-0.491,-0.377,-78.54961,0.92104,955,42,,-0.549,-0.216
115,House,29375,13,2,NY,200,,,"KING, Peter T.",K000210,1944,,0.259,-0.031,-133.58288,0.86512,922,49,,0.239,0.033
115,House,29377,13,10,NY,100,,,"NADLER, Jerrold Lewis",N000002,1947,,-0.509,-0.506,-57.83271,0.94021,938,22,,-0.497,-0.561
115,House,29378,13,7,NY,100,,,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.339,-72.73276,0.92547,939,48,,-0.597,-0.134
115,House,29379,13,12,NY,100,,,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.28,-89.0764,0.90829,926,44,,-0.419,-0.19
115,House,29776,13,5,NY,100,,,"MEEKS, Gregory W.",M001137,1953,,-0.413,-0.075,-118.48581,0.87891,918,55,,-0.339,-0.082
115,House,29925,13,14,NY,100,,,"CROWLEY, Joseph",C001038,1962,,-0.412,-0.07,-69.85749,0.92443,889,29,,-0.509,0.022
115,House,15438,47,4,NC,100,,,"PRICE, David Eugene",P000523,1940,,-0.343,-0.03,-74.77871,0.92369,942,28,,-0.439,-0.001
115,House,20340,47,1,NC,100,,,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.182,-84.02047,0.91281,921,46,,-0.383,-0.143
115,House,20521,47,5,NC,200,,,"FOXX, Virginia Ann",F000450,1943,,0.63,0.129,-134.60523,0.86892,958,76,,0.537,0.07
115,House,20522,47,10,NC,200,,,"McHENRY, Patrick T.",M001156,1975,,0.552,0.079,-79.68468,0.91897,943,21,,0.469,0.103
115,House,21346,47,8,NC,200,,,"HUDSON, Richard",H001067,1971,,0.581,0.11,-83.60689,0.91081,895,58,,0.7,0.188
115,House,21347,47,9,NC,200,,,"PITTENGER, Robert",P000606,1948,,0.561,0.333,-68.88374,0.92687,907,47,,0.592,0.465
115,House,21348,47,11,NC,200,,,"MEADOWS, Mark",M001187,1959,,0.605,-0.201,-97.20759,0.90045,927,30,,0.618,-0.258
115,House,21349,47,2,NC,200,,,"HOLDING, George E.B.",H001065,1968,,0.606,0.154,-81.46354,0.91757,947,56,,0.626,0.262
115,House,21543,47,6,NC,200,,,"WALKER, Bradley Mark",W000819,1969,,0.64,0.017,-76.1795,0.92192,937,28,,0.607,-0.078
115,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972,,0.574,0.15,-80.16384,0.91916,951,53,,0.609,0.382
115,House,21545,47,12,NC,100,,,"ADAMS, Alma",A000370,1946,,-0.466,0.015,-58.47749,0.93956,938,25,,-0.465,0.028
115,House,21708,47,13,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.667,-0.11,-75.1927,0.92421,954,27,,0.709,-0.103
115,House,29546,47,3,NC,200,,,"JONES, Walter Beaman, Jr.",J000255,1943,,0.244,-0.362,-854.17148,0.34654,806,380,,0.293,-0.956
115,House,21350,36,1,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.388,0.287,-67.5005,0.92805,904,20,,0.43,0.301
115,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.109,-136.62453,0.86512,943,71,,-0.362,-0.042
115,House,20130,24,12,OH,200,,,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,-60.26094,0.89253,530,24,,0.269,0.552
115,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.271,0.208,-99.47764,0.89948,939,59,,0.242,0.465
115,House,20343,24,13,OH,100,,,"RYAN, Timothy J.",R000577,1973,,-0.403,0.213,-94.15519,0.90077,901,34,,-0.414,0.238
115,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964,,0.718,-0.219,-128.70329,0.8714,935,76,,1.0,-0.03
115,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.518,0.261,-67.01641,0.93244,958,33,,0.558,0.282
115,House,20941,24,11,OH,100,,,"FUDGE, Marcia L.",F000455,1952,,-0.582,0.14,-71.05394,0.92606,925,24,,-0.613,0.46
115,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.431,0.283,-89.22259,0.91018,948,63,,0.375,0.404
115,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965,,0.298,0.271,-84.82084,0.90968,896,53,,0.262,0.491
115,House,21164,24,16,OH,200,,,"RENACCI, Jim",R000586,1958,,0.387,0.143,-107.22367,0.88455,874,62,,0.423,0.174
115,House,21165,24,7,OH,200,,,"GIBBS, Bob",G000563,1954,,0.472,0.322,-72.70827,0.9264,951,37,,0.54,0.334
115,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.551,0.189,-79.33439,0.91956,946,36,,0.585,0.167
115,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.43,0.06,-85.65132,0.90922,900,44,,-0.404,0.085
115,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957,,0.265,0.267,-109.01895,0.8906,941,56,,0.23,0.389
115,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.703,-0.362,-109.39108,0.89113,949,42,,0.88,-0.193
115,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.418,0.474,-1.34698,0.97743,59,0,,0.306,0.53
115,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953,,0.572,-0.208,-65.9823,0.93331,956,20,,0.645,0.004
115,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.331,0.361,-105.63793,0.8937,940,28,,0.285,0.396
115,House,21354,53,1,OK,200,,,"BRIDENSTINE, Jim",B001283,1975,,0.689,-0.157,-29.48709,0.93417,433,6,,0.623,-0.253
115,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.514,0.363,-77.94938,0.92098,947,22,,0.562,0.291
115,House,21546,53,5,OK,200,,,"RUSSELL, Steve",R000604,1963,,0.473,-0.183,-151.96706,0.84835,924,45,,0.51,-0.348
115,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961,,0.682,0.043,-7.91868,0.80733,37,4,,0.418,-0.176
115,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.362,0.417,-70.20574,0.92898,953,19,,0.388,0.372
115,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.428,0.005,-133.17034,0.86551,922,46,,-0.41,0.019
115,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.188,0.06,-281.50038,0.73665,921,131,,-0.231,0.285
115,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.394,-0.397,-76.70642,0.92266,953,37,,-0.392,-0.496
115,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.669,-81.60286,0.91477,916,33,,-0.388,-0.763
115,House,29932,72,2,OR,200,,,"WALDEN, Greg",W000791,1957,,0.334,-0.012,-91.05758,0.90887,953,33,,0.285,0.263
115,House,20134,14,9,PA,200,,,"SHUSTER, William (Bill)",S001154,1961,,0.374,0.323,-74.6645,0.91619,853,29,,0.317,0.276
115,House,20346,14,18,PA,200,,,"MURPHY, Timothy",M001151,1952,,0.258,0.198,-46.30004,0.90675,473,20,,0.263,0.346
115,House,20526,14,15,PA,200,,,"DENT, Charles W.",D000604,1960,,0.244,-0.085,-107.19941,0.85949,708,30,,0.271,-0.001
115,House,20946,14,5,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.312,0.39,-89.31765,0.91036,951,63,,0.285,0.654
115,House,21167,14,3,PA,200,,,"KELLY, Mike",K000376,1948,,0.35,0.444,-79.51364,0.91905,942,28,,0.336,0.344
115,House,21168,14,7,PA,200,,,"MEEHAN, Patrick",M001181,1955,,0.22,0.076,-115.51634,0.84747,698,58,,0.217,0.135
115,House,21170,14,10,PA,200,,,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-76.19301,0.91848,896,28,,0.33,0.331
115,House,21171,14,11,PA,200,,,"BARLETTA, Lou",B001269,1956,,0.278,0.393,-72.16152,0.91978,863,21,,0.298,0.355
115,House,21356,14,4,PA,200,,,"PERRY, Scott",P000605,1962,,0.624,-0.342,-152.00584,0.85142,945,83,,0.771,-0.442
115,House,21357,14,12,PA,200,,,"ROTHFUS, Keith",R000598,1962,,0.498,0.044,-92.02045,0.90805,954,36,,0.493,-0.098
115,House,21358,14,17,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.369,-0.041,-117.3777,0.88412,953,57,,-0.297,-0.123
115,House,21547,14,6,PA,200,,,"COSTELLO, Ryan",C001106,1976,,0.217,-0.055,-174.81377,0.82643,917,92,,0.227,-0.059
115,House,21548,14,13,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.397,0.132,-103.04841,0.89249,906,34,,-0.429,0.32
115,House,21566,14,2,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.457,-0.08,-89.35465,0.91023,950,49,,-0.456,-0.072
115,House,21718,14,8,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.171,-0.178,-243.24638,0.77494,954,111,,0.215,-0.277
115,House,21745,14,16,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.426,0.266,-88.55861,0.91135,954,33,,0.397,0.321
115,House,21756,14,18,PA,100,,,"LAMB, Conor",L000588,1984,,-0.123,0.189,-71.19997,0.76439,265,40,,-0.09,0.021
115,House,21762,14,7,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.487,0.037,-3.62203,0.90675,37,2,,-0.231,-0.474
115,House,21763,14,15,PA,100,,,"WILD, Susan",W000826,1957,,-0.379,0.662,-1.62777,0.94719,30,0,,-0.603,0.542
115,House,29561,14,14,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.33,0.112,-109.59789,0.8905,945,36,,-0.465,0.212
115,House,29777,14,1,PA,100,,,"BRADY, Robert A.",B001227,1945,,-0.484,0.225,-83.90752,0.91355,928,24,,-0.53,0.441
115,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.375,0.109,-81.05326,0.91789,946,29,,-0.411,0.17
115,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.391,-0.28,-67.66795,0.93118,949,24,,-0.376,-0.434
115,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.538,0.107,-69.32121,0.92956,949,20,,0.509,0.393
115,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.731,-0.184,-83.06534,0.91285,911,35,,0.747,-0.196
115,House,21175,48,4,SC,200,,,"GOWDY, Trey",G000566,1964,,0.655,-0.002,-58.51558,0.93732,904,17,,0.548,0.257
115,House,21176,48,5,SC,200,,,"MULVANEY, Mick",M001182,1967,,0.75,-0.592,-0.09233,0.9817,5,0,,0.349,0.625
115,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.602,-0.28,-105.97221,0.89175,925,44,,0.558,-0.161
115,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.788,-0.202,-78.08337,0.89137,679,27,,0.693,-0.246
115,House,29565,48,1,SC,200,,,"SANFORD, Mark",S000051,1960,,0.686,-0.728,-259.14003,0.75359,916,133,,0.633,-0.774
115,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.464,0.255,-68.05489,0.92558,880,27,,-0.5,0.101
115,House,21177,37,1,SD,200,,,"NOEM, Kristi",N000184,1971,,0.398,0.326,-85.73389,0.90395,849,35,,0.469,0.154
115,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.163,-0.032,-242.79134,0.77489,952,91,,-0.162,-0.088
115,House,15455,54,2,TN,200,,,"DUNCAN, John J., Jr.",D000533,1947,,0.604,-0.476,-270.66716,0.75095,945,93,,1.0,-0.03
115,House,20351,54,7,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.618,0.131,-58.29117,0.9321,829,31,,0.643,0.2
115,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.4,-0.353,-115.43364,0.88558,950,54,,-0.402,-0.175
115,House,20947,54,1,TN,200,,,"ROE, David P. (Phil)",R000582,1945,,0.486,0.022,-76.84213,0.92269,955,30,,0.486,0.081
115,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.455,0.308,-71.70839,0.92788,958,24,,0.393,0.352
115,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.581,-0.082,-71.69514,0.92581,930,26,,0.637,-0.068
115,House,21180,54,6,TN,200,,,"BLACK, Diane",B001273,1951,,0.58,0.219,-43.95387,0.94078,720,13,,0.572,0.082
115,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.529,0.286,-74.02853,0.92396,936,19,,0.541,0.041
115,House,15085,49,6,TX,200,,,"BARTON, Joe Linus",B000213,1949,,0.528,0.047,-98.12992,0.89976,929,38,,0.541,-0.129
115,House,15445,49,21,TX,200,,,"SMITH, Lamar Seeligson",S000583,1947,,0.425,0.061,-68.77216,0.92596,894,19,,0.491,0.116
115,House,20139,49,7,TX,200,,,"CULBERSON, John",C001048,1956,,0.503,0.366,-80.52851,0.91815,943,22,,0.473,0.129
115,House,20352,49,5,TX,200,,,"HENSARLING, Jeb",H001036,1957,,0.703,0.04,-68.08408,0.93035,943,16,,0.645,0.062
115,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.576,-0.211,-114.59201,0.885,938,64,,0.576,-0.087
115,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.471,0.604,-70.26754,0.92723,930,19,,0.433,0.443
115,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.625,-0.334,-194.56844,0.80363,890,81,,0.991,-0.136
115,House,20528,49,2,TX,200,,,"POE, Ted",P000592,1948,,0.594,-0.029,-141.43323,0.85398,896,76,,0.594,-0.17
115,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.438,0.31,-100.59392,0.89841,939,44,,-0.484,0.203
115,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.433,0.088,-70.34481,0.92797,941,16,,0.482,0.284
